"","Gene1","Gene2","Correlation"
"169425","ERGIC3","RBM39",1
"169426","MAFB","RBM39",1
"169428","C5AR1","RBM39",1
"169429","LILRB2","RBM39",1
"169432","ATXN10","RBM39",1
"169477","FCER1G","RP11-290F20.3",0.706120416261761
"169498","PRUNE","RP11-290F20.3",0.77221252377665
"169507","LGALS1","RP11-290F20.3",0.608895541477527
"169508","FAM110A","RP11-290F20.3",0.607096941610753
"169514","NFE2","RP11-290F20.3",0.651251068477955
"169516","IFITM2","RP11-290F20.3",0.578684208860569
"169521","CFD","RP11-290F20.3",1
"169540","AIF1","RP11-290F20.3",0.753292623781461
"169549","FAM212A","RP11-290F20.3",0.593879173534255
"169553","CTSS","RP11-290F20.3",0.726851324769642
"169564","HLA-DRB1","RP11-290F20.3",0.602283823122406
"169572","DAB2","RP11-290F20.3",0.591891700402913
"169587","LST1","RP11-290F20.3",1
"169598","CD37","RP11-290F20.3",0.681961566498258
"169605","FCGR3A","RP11-290F20.3",1
"169615","MAPK14","RP11-290F20.3",1
"169618","ERV3-1","RP11-290F20.3",0.632003561469087
"169619","FAM212B","RP11-290F20.3",0.811935190653448
"169641","CEBPB","RP11-290F20.3",1
"169662","BBC3","RP11-290F20.3",1
"169669","NDNL2","RP11-290F20.3",0.739697534506257
"169670","AATK","RP11-290F20.3",0.739697534506257
"169683","HLA-DPA1","RP11-290F20.3",1
"169684","CTSC","RP11-290F20.3",1
"169685","CORO1C","RP11-290F20.3",0.63403120522948
"169686","EGLN3","RP11-290F20.3",0.63403120522948
"169687","PPM1N","RP11-290F20.3",0.63403120522948
"169688","GP6","RP11-290F20.3",0.63403120522948
"169689","EIF3H","RP11-290F20.3",0.64307552798906
"169690","BLOC1S1","RP11-290F20.3",0.64307552798906
"169691","ERH","RP11-290F20.3",0.64307552798906
"169692","FCGRT","RP11-290F20.3",1
"169693","GNAZ","RP11-290F20.3",1
"169705","EIF5","RP11-290F20.3",1
"169742","FGR","RP11-290F20.3",1
"169744","CHIC2","RP11-290F20.3",1
"169747","FGL2","RP11-290F20.3",1
"169749","FRMD3","RP11-290F20.3",1
"169750","ADA","RP11-290F20.3",1
"169751","POU2F2","RP11-290F20.3",1
"169752","ATP6V0B","RP11-290F20.3",1
"169753","CYTIP","RP11-290F20.3",1
"169754","HLA-DRB5","RP11-290F20.3",1
"169756","HBP1","RP11-290F20.3",1
"169757","ITM2A","RP11-290F20.3",1
"169759","KLF6","RP11-290F20.3",1
"169760","KIF5B","RP11-290F20.3",1
"169761","AFAP1L2","RP11-290F20.3",1
"169762","RHOG","RP11-290F20.3",1
"169763","MS4A7","RP11-290F20.3",1
"169764","DNAJC15","RP11-290F20.3",1
"169766","CD79B","RP11-290F20.3",1
"169767","RBM39","RP11-290F20.3",1
"169769","EFHD2","RP11-290F20.3",1
"169770","PTAFR","RP11-290F20.3",1
"169771","CKS1B","RP11-290F20.3",1
"169772","RNF187","RP11-290F20.3",1
"169774","EIF4E2","RP11-290F20.3",1
"169775","KLHL6","RP11-290F20.3",1
"169776","PARL","RP11-290F20.3",1
"169777","NAAA","RP11-290F20.3",1
"169778","ANXA5","RP11-290F20.3",1
"169779","H2AFY","RP11-290F20.3",1
"169780","ABRACL","RP11-290F20.3",1
"169782","GNB2","RP11-290F20.3",1
"169783","GIMAP7","RP11-290F20.3",1
"169784","MID1IP1","RP11-290F20.3",1
"169785","CFP","RP11-290F20.3",1
"169786","RBM3","RP11-290F20.3",1
"169787","NONO","RP11-290F20.3",1
"169788","LYPLA1","RP11-290F20.3",1
"169789","NDUFB6","RP11-290F20.3",1
"169790","DNAJA1","RP11-290F20.3",1
"169791","PPP6C","RP11-290F20.3",1
"169794","FCN1","RP11-290F20.3",1
"169795","GDI2","RP11-290F20.3",1
"169796","PRPF18","RP11-290F20.3",1
"169797","IFITM3","RP11-290F20.3",1
"169800","FKBP2","RP11-290F20.3",1
"169801","PICALM","RP11-290F20.3",1
"169805","KCTD10","RP11-290F20.3",1
"169806","HCAR3","RP11-290F20.3",1
"169807","EPSTI1","RP11-290F20.3",1
"169808","GMPR2","RP11-290F20.3",1
"169809","CGRRF1","RP11-290F20.3",1
"169811","EMC7","RP11-290F20.3",1
"169812","MRPL28","RP11-290F20.3",1
"169814","PYCARD","RP11-290F20.3",1
"169816","DNAJC7","RP11-290F20.3",1
"169817","ABI3","RP11-290F20.3",1
"169818","ERGIC3","RP11-290F20.3",1
"169819","MAFB","RP11-290F20.3",1
"169821","C5AR1","RP11-290F20.3",1
"169822","LILRB2","RP11-290F20.3",1
"169825","ATXN10","RP11-290F20.3",1
"169914","CFD","EFHD2",1
"169933","AIF1","EFHD2",0.753292623781461
"169946","CTSS","EFHD2",0.726851324769642
"169965","DAB2","EFHD2",0.591891700402913
"169991","CD37","EFHD2",0.681961566498258
"170034","CEBPB","EFHD2",1
"170055","BBC3","EFHD2",1
"170063","AATK","EFHD2",0.739697534506257
"170077","CTSC","EFHD2",1
"170078","CORO1C","EFHD2",0.63403120522948
"170083","BLOC1S1","EFHD2",0.64307552798906
"170137","CHIC2","EFHD2",1
"170143","ADA","EFHD2",1
"170145","ATP6V0B","EFHD2",1
"170146","CYTIP","EFHD2",1
"170154","AFAP1L2","EFHD2",1
"170157","DNAJC15","EFHD2",1
"170159","CD79B","EFHD2",1
"170164","CKS1B","EFHD2",1
"170171","ANXA5","EFHD2",1
"170173","ABRACL","EFHD2",1
"170178","CFP","EFHD2",1
"170183","DNAJA1","EFHD2",1
"170202","CGRRF1","EFHD2",1
"170209","DNAJC7","EFHD2",1
"170210","ABI3","EFHD2",1
"170214","C5AR1","EFHD2",1
"170218","ATXN10","EFHD2",1
"170263","FCER1G","PTAFR",0.706120416261761
"170284","PRUNE","PTAFR",0.77221252377665
"170293","LGALS1","PTAFR",0.608895541477527
"170294","FAM110A","PTAFR",0.607096941610753
"170300","NFE2","PTAFR",0.651251068477955
"170302","IFITM2","PTAFR",0.578684208860569
"170307","CFD","PTAFR",1
"170326","AIF1","PTAFR",0.753292623781461
"170335","FAM212A","PTAFR",0.593879173534256
"170339","CTSS","PTAFR",0.726851324769642
"170350","HLA-DRB1","PTAFR",0.602283823122406
"170358","DAB2","PTAFR",0.591891700402913
"170373","LST1","PTAFR",1
"170384","CD37","PTAFR",0.681961566498258
"170391","FCGR3A","PTAFR",1
"170401","MAPK14","PTAFR",1
"170404","ERV3-1","PTAFR",0.632003561469087
"170405","FAM212B","PTAFR",0.811935190653448
"170427","CEBPB","PTAFR",1
"170448","BBC3","PTAFR",1
"170455","NDNL2","PTAFR",0.739697534506257
"170456","AATK","PTAFR",0.739697534506257
"170469","HLA-DPA1","PTAFR",1
"170470","CTSC","PTAFR",1
"170471","CORO1C","PTAFR",0.63403120522948
"170472","EGLN3","PTAFR",0.63403120522948
"170473","PPM1N","PTAFR",0.63403120522948
"170474","GP6","PTAFR",0.63403120522948
"170475","EIF3H","PTAFR",0.64307552798906
"170476","BLOC1S1","PTAFR",0.64307552798906
"170477","ERH","PTAFR",0.64307552798906
"170478","FCGRT","PTAFR",1
"170479","GNAZ","PTAFR",1
"170491","EIF5","PTAFR",1
"170528","FGR","PTAFR",1
"170530","CHIC2","PTAFR",1
"170533","FGL2","PTAFR",1
"170535","FRMD3","PTAFR",1
"170536","ADA","PTAFR",1
"170537","POU2F2","PTAFR",1
"170538","ATP6V0B","PTAFR",1
"170539","CYTIP","PTAFR",1
"170540","HLA-DRB5","PTAFR",1
"170542","HBP1","PTAFR",1
"170543","ITM2A","PTAFR",1
"170545","KLF6","PTAFR",1
"170546","KIF5B","PTAFR",1
"170547","AFAP1L2","PTAFR",1
"170549","MS4A7","PTAFR",1
"170550","DNAJC15","PTAFR",1
"170552","CD79B","PTAFR",1
"170555","EFHD2","PTAFR",1
"170557","CKS1B","PTAFR",1
"170560","EIF4E2","PTAFR",1
"170561","KLHL6","PTAFR",1
"170562","PARL","PTAFR",1
"170563","NAAA","PTAFR",1
"170564","ANXA5","PTAFR",1
"170565","H2AFY","PTAFR",1
"170566","ABRACL","PTAFR",1
"170568","GNB2","PTAFR",1
"170569","GIMAP7","PTAFR",1
"170570","MID1IP1","PTAFR",1
"170571","CFP","PTAFR",1
"170573","NONO","PTAFR",1
"170574","LYPLA1","PTAFR",1
"170575","NDUFB6","PTAFR",1
"170576","DNAJA1","PTAFR",1
"170577","PPP6C","PTAFR",1
"170580","FCN1","PTAFR",1
"170581","GDI2","PTAFR",1
"170582","PRPF18","PTAFR",1
"170583","IFITM3","PTAFR",1
"170586","FKBP2","PTAFR",1
"170587","PICALM","PTAFR",1
"170591","KCTD10","PTAFR",1
"170592","HCAR3","PTAFR",1
"170593","EPSTI1","PTAFR",1
"170594","GMPR2","PTAFR",1
"170595","CGRRF1","PTAFR",1
"170597","EMC7","PTAFR",1
"170598","MRPL28","PTAFR",1
"170602","DNAJC7","PTAFR",1
"170603","ABI3","PTAFR",1
"170604","ERGIC3","PTAFR",1
"170605","MAFB","PTAFR",1
"170607","C5AR1","PTAFR",1
"170608","LILRB2","PTAFR",1
"170611","ATXN10","PTAFR",1
"170700","CFD","CKS1B",1
"170719","AIF1","CKS1B",0.753292623781461
"170777","CD37","CKS1B",0.681961566498258
"170820","CEBPB","CKS1B",1
"170841","BBC3","CKS1B",1
"170849","AATK","CKS1B",0.739697534506257
"170869","BLOC1S1","CKS1B",0.64307552798906
"170923","CHIC2","CKS1B",1
"170929","ADA","CKS1B",1
"170931","ATP6V0B","CKS1B",1
"170940","AFAP1L2","CKS1B",1
"170945","CD79B","CKS1B",1
"170957","ANXA5","CKS1B",1
"170959","ABRACL","CKS1B",1
"170964","CFP","CKS1B",1
"170988","CGRRF1","CKS1B",1
"170996","ABI3","CKS1B",1
"171000","C5AR1","CKS1B",1
"171004","ATXN10","CKS1B",1
"171049","FCER1G","RNF187",0.706120416261761
"171070","PRUNE","RNF187",0.77221252377665
"171079","LGALS1","RNF187",0.608895541477527
"171080","FAM110A","RNF187",0.607096941610753
"171086","NFE2","RNF187",0.651251068477955
"171088","IFITM2","RNF187",0.578684208860569
"171093","CFD","RNF187",1
"171112","AIF1","RNF187",0.753292623781461
"171121","FAM212A","RNF187",0.593879173534256
"171125","CTSS","RNF187",0.726851324769642
"171136","HLA-DRB1","RNF187",0.602283823122406
"171144","DAB2","RNF187",0.591891700402913
"171159","LST1","RNF187",1
"171170","CD37","RNF187",0.681961566498258
"171177","FCGR3A","RNF187",1
"171187","MAPK14","RNF187",1
"171190","ERV3-1","RNF187",0.632003561469087
"171191","FAM212B","RNF187",0.811935190653448
"171213","CEBPB","RNF187",1
"171234","BBC3","RNF187",1
"171241","NDNL2","RNF187",0.739697534506257
"171242","AATK","RNF187",0.739697534506257
"171255","HLA-DPA1","RNF187",1
"171256","CTSC","RNF187",1
"171257","CORO1C","RNF187",0.63403120522948
"171258","EGLN3","RNF187",0.63403120522948
"171259","PPM1N","RNF187",0.63403120522948
"171260","GP6","RNF187",0.63403120522948
"171261","EIF3H","RNF187",0.64307552798906
"171262","BLOC1S1","RNF187",0.64307552798906
"171263","ERH","RNF187",0.64307552798906
"171264","FCGRT","RNF187",1
"171265","GNAZ","RNF187",1
"171277","EIF5","RNF187",1
"171314","FGR","RNF187",1
"171316","CHIC2","RNF187",1
"171319","FGL2","RNF187",1
"171321","FRMD3","RNF187",1
"171322","ADA","RNF187",1
"171323","POU2F2","RNF187",1
"171324","ATP6V0B","RNF187",1
"171325","CYTIP","RNF187",1
"171326","HLA-DRB5","RNF187",1
"171328","HBP1","RNF187",1
"171329","ITM2A","RNF187",1
"171331","KLF6","RNF187",1
"171332","KIF5B","RNF187",1
"171333","AFAP1L2","RNF187",1
"171334","RHOG","RNF187",1
"171335","MS4A7","RNF187",1
"171336","DNAJC15","RNF187",1
"171338","CD79B","RNF187",1
"171339","RBM39","RNF187",1
"171341","EFHD2","RNF187",1
"171342","PTAFR","RNF187",1
"171343","CKS1B","RNF187",1
"171346","EIF4E2","RNF187",1
"171347","KLHL6","RNF187",1
"171348","PARL","RNF187",1
"171349","NAAA","RNF187",1
"171350","ANXA5","RNF187",1
"171351","H2AFY","RNF187",1
"171352","ABRACL","RNF187",1
"171354","GNB2","RNF187",1
"171355","GIMAP7","RNF187",1
"171356","MID1IP1","RNF187",1
"171357","CFP","RNF187",1
"171358","RBM3","RNF187",1
"171359","NONO","RNF187",1
"171360","LYPLA1","RNF187",1
"171361","NDUFB6","RNF187",1
"171362","DNAJA1","RNF187",1
"171363","PPP6C","RNF187",1
"171366","FCN1","RNF187",1
"171367","GDI2","RNF187",1
"171368","PRPF18","RNF187",1
"171369","IFITM3","RNF187",1
"171372","FKBP2","RNF187",1
"171373","PICALM","RNF187",1
"171377","KCTD10","RNF187",1
"171378","HCAR3","RNF187",1
"171379","EPSTI1","RNF187",1
"171380","GMPR2","RNF187",1
"171381","CGRRF1","RNF187",1
"171383","EMC7","RNF187",1
"171384","MRPL28","RNF187",1
"171386","PYCARD","RNF187",1
"171388","DNAJC7","RNF187",1
"171389","ABI3","RNF187",1
"171390","ERGIC3","RNF187",1
"171391","MAFB","RNF187",1
"171393","C5AR1","RNF187",1
"171394","LILRB2","RNF187",1
"171397","ATXN10","RNF187",1
"171427","S100A4","VAMP5",0.67097521271532
"171442","FCER1G","VAMP5",0.706120416261761
"171463","PRUNE","VAMP5",0.77221252377665
"171472","LGALS1","VAMP5",0.608895541477527
"171473","FAM110A","VAMP5",0.607096941610753
"171479","NFE2","VAMP5",0.651251068477955
"171481","IFITM2","VAMP5",0.578684208860569
"171486","CFD","VAMP5",1
"171505","AIF1","VAMP5",0.753292623781461
"171514","FAM212A","VAMP5",0.593879173534256
"171518","CTSS","VAMP5",0.726851324769642
"171525","SMOX","VAMP5",0.614348746592594
"171529","HLA-DRB1","VAMP5",0.602283823122406
"171531","TYROBP","VAMP5",1
"171537","DAB2","VAMP5",0.591891700402913
"171549","TYMP","VAMP5",0.713948939653387
"171552","LST1","VAMP5",1
"171563","CD37","VAMP5",0.681961566498258
"171569","S100A11","VAMP5",1
"171570","FCGR3A","VAMP5",1
"171580","MAPK14","VAMP5",1
"171583","ERV3-1","VAMP5",0.632003561469087
"171584","FAM212B","VAMP5",0.811935190653448
"171604","SERPINA1","VAMP5",0.788494317581187
"171606","CEBPB","VAMP5",1
"171627","BBC3","VAMP5",1
"171633","TMCC2","VAMP5",0.731801596237733
"171634","NDNL2","VAMP5",0.739697534506257
"171635","AATK","VAMP5",0.739697534506257
"171637","SPI1","VAMP5",1
"171648","HLA-DPA1","VAMP5",1
"171649","CTSC","VAMP5",1
"171650","CORO1C","VAMP5",0.63403120522948
"171651","EGLN3","VAMP5",0.63403120522948
"171652","PPM1N","VAMP5",0.63403120522948
"171653","GP6","VAMP5",0.63403120522948
"171654","EIF3H","VAMP5",0.64307552798906
"171655","BLOC1S1","VAMP5",0.64307552798906
"171656","ERH","VAMP5",0.64307552798906
"171657","FCGRT","VAMP5",1
"171658","GNAZ","VAMP5",1
"171670","EIF5","VAMP5",1
"171707","FGR","VAMP5",1
"171708","TNFSF10","VAMP5",1
"171709","CHIC2","VAMP5",1
"171710","TNFAIP8","VAMP5",1
"171711","TAF7","VAMP5",1
"171712","FGL2","VAMP5",1
"171713","TSPAN33","VAMP5",1
"171714","FRMD3","VAMP5",1
"171715","ADA","VAMP5",1
"171716","POU2F2","VAMP5",1
"171717","ATP6V0B","VAMP5",1
"171718","CYTIP","VAMP5",1
"171719","HLA-DRB5","VAMP5",1
"171720","TMEM60","VAMP5",1
"171721","HBP1","VAMP5",1
"171722","ITM2A","VAMP5",1
"171723","SLC31A2","VAMP5",1
"171724","KLF6","VAMP5",1
"171725","KIF5B","VAMP5",1
"171726","AFAP1L2","VAMP5",1
"171727","RHOG","VAMP5",1
"171728","MS4A7","VAMP5",1
"171729","DNAJC15","VAMP5",1
"171731","CD79B","VAMP5",1
"171732","RBM39","VAMP5",1
"171733","RP11-290F20.3","VAMP5",1
"171734","EFHD2","VAMP5",1
"171735","PTAFR","VAMP5",1
"171736","CKS1B","VAMP5",1
"171737","RNF187","VAMP5",1
"171739","EIF4E2","VAMP5",1
"171740","KLHL6","VAMP5",1
"171741","PARL","VAMP5",1
"171742","NAAA","VAMP5",1
"171743","ANXA5","VAMP5",1
"171744","H2AFY","VAMP5",1
"171745","ABRACL","VAMP5",1
"171746","STK17A","VAMP5",1
"171747","GNB2","VAMP5",1
"171748","GIMAP7","VAMP5",1
"171749","MID1IP1","VAMP5",1
"171750","CFP","VAMP5",1
"171751","RBM3","VAMP5",1
"171752","NONO","VAMP5",1
"171753","LYPLA1","VAMP5",1
"171754","NDUFB6","VAMP5",1
"171755","DNAJA1","VAMP5",1
"171756","PPP6C","VAMP5",1
"171757","UCK1","VAMP5",1
"171758","RXRA","VAMP5",1
"171759","FCN1","VAMP5",1
"171760","GDI2","VAMP5",1
"171761","PRPF18","VAMP5",1
"171762","IFITM3","VAMP5",1
"171763","TNNI2","VAMP5",1
"171764","UBE2L6","VAMP5",1
"171765","FKBP2","VAMP5",1
"171766","PICALM","VAMP5",1
"171767","SMCO4","VAMP5",1
"171769","TNFRSF1A","VAMP5",1
"171770","KCTD10","VAMP5",1
"171771","HCAR3","VAMP5",1
"171772","EPSTI1","VAMP5",1
"171773","GMPR2","VAMP5",1
"171774","CGRRF1","VAMP5",1
"171775","SIVA1","VAMP5",1
"171776","EMC7","VAMP5",1
"171777","MRPL28","VAMP5",1
"171778","RPUSD1","VAMP5",1
"171779","PYCARD","VAMP5",1
"171780","SAT2","VAMP5",1
"171781","DNAJC7","VAMP5",1
"171782","ABI3","VAMP5",1
"171783","ERGIC3","VAMP5",1
"171784","MAFB","VAMP5",1
"171785","S1PR4","VAMP5",1
"171786","C5AR1","VAMP5",1
"171787","LILRB2","VAMP5",1
"171788","UFD1L","VAMP5",1
"171789","TXN2","VAMP5",1
"171790","ATXN10","VAMP5",1
"171879","CFD","EIF4E2",1
"171898","AIF1","EIF4E2",0.753292623781461
"171911","CTSS","EIF4E2",0.726851324769642
"171930","DAB2","EIF4E2",0.591891700402913
"171956","CD37","EIF4E2",0.681961566498258
"171999","CEBPB","EIF4E2",1
"172020","BBC3","EIF4E2",1
"172028","AATK","EIF4E2",0.739697534506257
"172042","CTSC","EIF4E2",1
"172043","CORO1C","EIF4E2",0.63403120522948
"172044","EGLN3","EIF4E2",0.63403120522948
"172047","EIF3H","EIF4E2",0.64307552798906
"172048","BLOC1S1","EIF4E2",0.64307552798906
"172102","CHIC2","EIF4E2",1
"172108","ADA","EIF4E2",1
"172110","ATP6V0B","EIF4E2",1
"172111","CYTIP","EIF4E2",1
"172119","AFAP1L2","EIF4E2",1
"172122","DNAJC15","EIF4E2",1
"172124","CD79B","EIF4E2",1
"172127","EFHD2","EIF4E2",1
"172129","CKS1B","EIF4E2",1
"172136","ANXA5","EIF4E2",1
"172138","ABRACL","EIF4E2",1
"172143","CFP","EIF4E2",1
"172148","DNAJA1","EIF4E2",1
"172167","CGRRF1","EIF4E2",1
"172174","DNAJC7","EIF4E2",1
"172175","ABI3","EIF4E2",1
"172179","C5AR1","EIF4E2",1
"172183","ATXN10","EIF4E2",1
"172228","FCER1G","KLHL6",0.706120416261761
"172259","FAM110A","KLHL6",0.607096941610753
"172267","IFITM2","KLHL6",0.578684208860569
"172272","CFD","KLHL6",1
"172291","AIF1","KLHL6",0.753292623781461
"172300","FAM212A","KLHL6",0.593879173534256
"172304","CTSS","KLHL6",0.726851324769642
"172315","HLA-DRB1","KLHL6",0.602283823122406
"172323","DAB2","KLHL6",0.591891700402913
"172349","CD37","KLHL6",0.681961566498258
"172356","FCGR3A","KLHL6",1
"172369","ERV3-1","KLHL6",0.632003561469087
"172370","FAM212B","KLHL6",0.811935190653448
"172392","CEBPB","KLHL6",1
"172413","BBC3","KLHL6",1
"172421","AATK","KLHL6",0.739697534506257
"172434","HLA-DPA1","KLHL6",1
"172435","CTSC","KLHL6",1
"172436","CORO1C","KLHL6",0.63403120522948
"172437","EGLN3","KLHL6",0.63403120522948
"172439","GP6","KLHL6",0.63403120522948
"172440","EIF3H","KLHL6",0.64307552798906
"172441","BLOC1S1","KLHL6",0.64307552798906
"172442","ERH","KLHL6",0.64307552798906
"172443","FCGRT","KLHL6",1
"172444","GNAZ","KLHL6",1
"172456","EIF5","KLHL6",1
"172493","FGR","KLHL6",1
"172495","CHIC2","KLHL6",1
"172498","FGL2","KLHL6",1
"172500","FRMD3","KLHL6",1
"172501","ADA","KLHL6",1
"172503","ATP6V0B","KLHL6",1
"172504","CYTIP","KLHL6",1
"172505","HLA-DRB5","KLHL6",1
"172507","HBP1","KLHL6",1
"172508","ITM2A","KLHL6",1
"172510","KLF6","KLHL6",1
"172511","KIF5B","KLHL6",1
"172512","AFAP1L2","KLHL6",1
"172515","DNAJC15","KLHL6",1
"172517","CD79B","KLHL6",1
"172520","EFHD2","KLHL6",1
"172522","CKS1B","KLHL6",1
"172525","EIF4E2","KLHL6",1
"172529","ANXA5","KLHL6",1
"172530","H2AFY","KLHL6",1
"172531","ABRACL","KLHL6",1
"172533","GNB2","KLHL6",1
"172534","GIMAP7","KLHL6",1
"172536","CFP","KLHL6",1
"172541","DNAJA1","KLHL6",1
"172545","FCN1","KLHL6",1
"172546","GDI2","KLHL6",1
"172548","IFITM3","KLHL6",1
"172551","FKBP2","KLHL6",1
"172556","KCTD10","KLHL6",1
"172557","HCAR3","KLHL6",1
"172558","EPSTI1","KLHL6",1
"172559","GMPR2","KLHL6",1
"172560","CGRRF1","KLHL6",1
"172562","EMC7","KLHL6",1
"172567","DNAJC7","KLHL6",1
"172568","ABI3","KLHL6",1
"172569","ERGIC3","KLHL6",1
"172572","C5AR1","KLHL6",1
"172576","ATXN10","KLHL6",1
"172621","FCER1G","PARL",0.706120416261761
"172651","LGALS1","PARL",0.608895541477527
"172652","FAM110A","PARL",0.607096941610753
"172658","NFE2","PARL",0.651251068477955
"172660","IFITM2","PARL",0.578684208860569
"172665","CFD","PARL",1
"172684","AIF1","PARL",0.753292623781461
"172693","FAM212A","PARL",0.593879173534256
"172697","CTSS","PARL",0.726851324769642
"172708","HLA-DRB1","PARL",0.602283823122406
"172716","DAB2","PARL",0.591891700402913
"172731","LST1","PARL",1
"172742","CD37","PARL",0.681961566498258
"172749","FCGR3A","PARL",1
"172759","MAPK14","PARL",1
"172762","ERV3-1","PARL",0.632003561469087
"172763","FAM212B","PARL",0.811935190653448
"172785","CEBPB","PARL",1
"172806","BBC3","PARL",1
"172813","NDNL2","PARL",0.739697534506257
"172814","AATK","PARL",0.739697534506257
"172827","HLA-DPA1","PARL",1
"172828","CTSC","PARL",1
"172829","CORO1C","PARL",0.63403120522948
"172830","EGLN3","PARL",0.63403120522948
"172832","GP6","PARL",0.63403120522948
"172833","EIF3H","PARL",0.64307552798906
"172834","BLOC1S1","PARL",0.64307552798906
"172835","ERH","PARL",0.64307552798906
"172836","FCGRT","PARL",1
"172837","GNAZ","PARL",1
"172849","EIF5","PARL",1
"172886","FGR","PARL",1
"172888","CHIC2","PARL",1
"172891","FGL2","PARL",1
"172893","FRMD3","PARL",1
"172894","ADA","PARL",1
"172896","ATP6V0B","PARL",1
"172897","CYTIP","PARL",1
"172898","HLA-DRB5","PARL",1
"172900","HBP1","PARL",1
"172901","ITM2A","PARL",1
"172903","KLF6","PARL",1
"172904","KIF5B","PARL",1
"172905","AFAP1L2","PARL",1
"172907","MS4A7","PARL",1
"172908","DNAJC15","PARL",1
"172910","CD79B","PARL",1
"172913","EFHD2","PARL",1
"172915","CKS1B","PARL",1
"172918","EIF4E2","PARL",1
"172919","KLHL6","PARL",1
"172921","NAAA","PARL",1
"172922","ANXA5","PARL",1
"172923","H2AFY","PARL",1
"172924","ABRACL","PARL",1
"172926","GNB2","PARL",1
"172927","GIMAP7","PARL",1
"172928","MID1IP1","PARL",1
"172929","CFP","PARL",1
"172931","NONO","PARL",1
"172932","LYPLA1","PARL",1
"172933","NDUFB6","PARL",1
"172934","DNAJA1","PARL",1
"172938","FCN1","PARL",1
"172939","GDI2","PARL",1
"172941","IFITM3","PARL",1
"172944","FKBP2","PARL",1
"172949","KCTD10","PARL",1
"172950","HCAR3","PARL",1
"172951","EPSTI1","PARL",1
"172952","GMPR2","PARL",1
"172953","CGRRF1","PARL",1
"172955","EMC7","PARL",1
"172956","MRPL28","PARL",1
"172960","DNAJC7","PARL",1
"172961","ABI3","PARL",1
"172962","ERGIC3","PARL",1
"172963","MAFB","PARL",1
"172965","C5AR1","PARL",1
"172966","LILRB2","PARL",1
"172969","ATXN10","PARL",1
"173014","FCER1G","NAAA",0.706120416261761
"173044","LGALS1","NAAA",0.608895541477527
"173045","FAM110A","NAAA",0.607096941610753
"173053","IFITM2","NAAA",0.578684208860569
"173058","CFD","NAAA",1
"173077","AIF1","NAAA",0.753292623781461
"173086","FAM212A","NAAA",0.593879173534256
"173090","CTSS","NAAA",0.726851324769642
"173101","HLA-DRB1","NAAA",0.602283823122406
"173109","DAB2","NAAA",0.591891700402913
"173124","LST1","NAAA",1
"173135","CD37","NAAA",0.681961566498258
"173142","FCGR3A","NAAA",1
"173152","MAPK14","NAAA",1
"173155","ERV3-1","NAAA",0.632003561469087
"173156","FAM212B","NAAA",0.811935190653448
"173178","CEBPB","NAAA",1
"173199","BBC3","NAAA",1
"173207","AATK","NAAA",0.739697534506257
"173220","HLA-DPA1","NAAA",1
"173221","CTSC","NAAA",1
"173222","CORO1C","NAAA",0.63403120522948
"173223","EGLN3","NAAA",0.63403120522948
"173225","GP6","NAAA",0.63403120522948
"173226","EIF3H","NAAA",0.64307552798906
"173227","BLOC1S1","NAAA",0.64307552798906
"173228","ERH","NAAA",0.64307552798906
"173229","FCGRT","NAAA",1
"173230","GNAZ","NAAA",1
"173242","EIF5","NAAA",1
"173279","FGR","NAAA",1
"173281","CHIC2","NAAA",1
"173284","FGL2","NAAA",1
"173286","FRMD3","NAAA",1
"173287","ADA","NAAA",1
"173289","ATP6V0B","NAAA",1
"173290","CYTIP","NAAA",1
"173291","HLA-DRB5","NAAA",1
"173293","HBP1","NAAA",1
"173294","ITM2A","NAAA",1
"173296","KLF6","NAAA",1
"173297","KIF5B","NAAA",1
"173298","AFAP1L2","NAAA",1
"173300","MS4A7","NAAA",1
"173301","DNAJC15","NAAA",1
"173303","CD79B","NAAA",1
"173306","EFHD2","NAAA",1
"173308","CKS1B","NAAA",1
"173311","EIF4E2","NAAA",1
"173312","KLHL6","NAAA",1
"173315","ANXA5","NAAA",1
"173316","H2AFY","NAAA",1
"173317","ABRACL","NAAA",1
"173319","GNB2","NAAA",1
"173320","GIMAP7","NAAA",1
"173321","MID1IP1","NAAA",1
"173322","CFP","NAAA",1
"173325","LYPLA1","NAAA",1
"173327","DNAJA1","NAAA",1
"173331","FCN1","NAAA",1
"173332","GDI2","NAAA",1
"173334","IFITM3","NAAA",1
"173337","FKBP2","NAAA",1
"173342","KCTD10","NAAA",1
"173343","HCAR3","NAAA",1
"173344","EPSTI1","NAAA",1
"173345","GMPR2","NAAA",1
"173346","CGRRF1","NAAA",1
"173348","EMC7","NAAA",1
"173349","MRPL28","NAAA",1
"173353","DNAJC7","NAAA",1
"173354","ABI3","NAAA",1
"173355","ERGIC3","NAAA",1
"173356","MAFB","NAAA",1
"173358","C5AR1","NAAA",1
"173359","LILRB2","NAAA",1
"173362","ATXN10","NAAA",1
"173470","AIF1","ANXA5",0.753292623781461
"173600","AATK","ANXA5",0.739697534506257
"173680","ADA","ANXA5",1
"173691","AFAP1L2","ANXA5",1
"173710","ABRACL","ANXA5",1
"173747","ABI3","ANXA5",1
"173800","FCER1G","H2AFY",0.706120416261761
"173831","FAM110A","H2AFY",0.607096941610753
"173844","CFD","H2AFY",1
