"","Gene1","Gene2","Correlation"
"141272","LGALS1","NDUFA9",0.731601859674565
"141280","IFITM2","NDUFA9",0.62389126458816
"141282","HSP90AA1","NDUFA9",0.79418277326525
"141284","EOGT","NDUFA9",0.898864561296257
"141287","ISG15","NDUFA9",0.669410160599221
"141307","GSTP1","NDUFA9",0.686597131074244
"141310","HLA-DRB1","NDUFA9",0.591622004724207
"141314","HLA-DPB1","NDUFA9",0.675786562782905
"141322","MPC2","NDUFA9",0.584798574936772
"141329","MZB1","NDUFA9",0.898864561296257
"141333","NDUFA11","NDUFA9",0.629677437196332
"141344","CD37","NDUFA9",0.700404621036166
"141351","C19orf24","NDUFA9",0.982356406209666
"141357","ERV3-1","NDUFA9",0.709360662628056
"141364","C16orf13","NDUFA9",0.804846840417235
"141381","HN1","NDUFA9",0.986480630192397
"141386","MRPL20","NDUFA9",0.9983248688481
"141388","HLA-DMA","NDUFA9",0.9983248688481
"141389","MRPL23","NDUFA9",0.9983248688481
"141392","NDNL2","NDUFA9",0.894972779999673
"141393","AATK","NDUFA9",0.894972779999673
"141394","ARHGDIA","NDUFA9",0.711748910366738
"141399","COX5A","NDUFA9",0.993485721663718
"141401","MX1","NDUFA9",0.993485721663718
"141403","LGALS3","NDUFA9",0.683953832323112
"141406","CCT7","NDUFA9",0.571043057907078
"141408","BSDC1","NDUFA9",0.898864561296257
"141410","MANF","NDUFA9",0.898864561296257
"141413","COMMD5","NDUFA9",0.898864561296257
"141415","MRPL21","NDUFA9",0.898864561296257
"141416","AL928768.3","NDUFA9",0.898864561296257
"141417","CISD3","NDUFA9",0.898864561296257
"141418","JUND","NDUFA9",0.898864561296257
"141419","NAPSA","NDUFA9",0.898864561296257
"141426","EIF3H","NDUFA9",0.946587665648235
"141427","BLOC1S1","NDUFA9",0.946587665648235
"141428","ERH","NDUFA9",0.946587665648235
"141437","CCDC109B","NDUFA9",0.978263744114047
"141439","ATP5A1","NDUFA9",0.978263744114047
"141441","DDT","NDUFA9",0.978263744114047
"141460","LAMTOR5","NDUFA9",1
"141462","DGUOK","NDUFA9",1
"141465","IMPDH2","NDUFA9",1
"141466","ISY1","NDUFA9",1
"141468","HLA-DQA1","NDUFA9",1
"141469","DNPH1","NDUFA9",1
"141470","MRPL14","NDUFA9",1
"141472","MRPL43","NDUFA9",1
"141474","ASB8","NDUFA9",1
"141475","NDUFA12","NDUFA9",1
"141476","FAM173A","NDUFA9",1
"141489","CPSF3L","NDUFA9",0.898864561296257
"141492","C1orf50","NDUFA9",0.898864561296257
"141493","MRPL9","NDUFA9",0.898864561296257
"141494","BOLA3","NDUFA9",0.898864561296257
"141495","EIF5B","NDUFA9",0.898864561296257
"141498","GZMK","NDUFA9",0.898864561296257
"141500","HLA-DQB1","NDUFA9",0.898864561296257
"141501","FKBP5","NDUFA9",0.898864561296257
"141503","GPKOW","NDUFA9",0.898864561296257
"141506","DERL1","NDUFA9",0.898864561296257
"141507","MAF1","NDUFA9",0.898864561296257
"141508","CDKN2A","NDUFA9",0.898864561296257
"141509","AQP3","NDUFA9",0.898864561296257
"141511","MRPS16","NDUFA9",0.898864561296257
"141516","EIF2B1","NDUFA9",0.898864561296257
"141518","DHRS4","NDUFA9",0.898864561296257
"141519","CHMP4A","NDUFA9",0.898864561296257
"141520","DDX24","NDUFA9",0.898864561296257
"141522","DUT","NDUFA9",0.898864561296257
"141523","COMMD4","NDUFA9",0.898864561296257
"141524","HDDC3","NDUFA9",0.898864561296257
"141525","CHD2","NDUFA9",0.898864561296257
"141527","ACD","NDUFA9",0.898864561296257
"141530","AC113189.5","NDUFA9",0.898864561296257
"141536","CCDC94","NDUFA9",0.898864561296257
"141537","ILF3-AS1","NDUFA9",0.898864561296257
"141538","MRPS12","NDUFA9",0.898864561296257
"141540","GSK3A","NDUFA9",0.898864561296257
"141541","ISOC2","NDUFA9",0.898864561296257
"141542","IGLL5","NDUFA9",0.898864561296257
"141544","CTA-29F11.1","NDUFA9",0.898864561296257
"141778","AATK","ASB8",0.894972779999673
"141779","ARHGDIA","ASB8",0.711748910366738
"141801","AL928768.3","ASB8",0.898864561296257
"141894","AQP3","ASB8",0.898864561296257
"141912","ACD","ASB8",0.898864561296257
"141915","AC113189.5","ASB8",0.898864561296257
"142012","CD74","NDUFA12",0.639934490432823
"142042","LGALS1","NDUFA12",0.731601859674565
"142050","IFITM2","NDUFA12",0.62389126458816
"142052","HSP90AA1","NDUFA12",0.79418277326525
"142054","EOGT","NDUFA12",0.898864561296257
"142057","ISG15","NDUFA12",0.669410160599221
"142077","GSTP1","NDUFA12",0.686597131074244
"142080","HLA-DRB1","NDUFA12",0.591622004724207
"142084","HLA-DPB1","NDUFA12",0.675786562782905
"142092","MPC2","NDUFA12",0.584798574936772
"142099","MZB1","NDUFA12",0.898864561296257
"142103","NDUFA11","NDUFA12",0.629677437196332
"142114","CD37","NDUFA12",0.700404621036166
"142121","C19orf24","NDUFA12",0.982356406209666
"142127","ERV3-1","NDUFA12",0.709360662628056
"142134","C16orf13","NDUFA12",0.804846840417235
"142151","HN1","NDUFA12",0.986480630192397
"142156","MRPL20","NDUFA12",0.9983248688481
"142158","HLA-DMA","NDUFA12",0.9983248688481
"142159","MRPL23","NDUFA12",0.9983248688481
"142162","NDNL2","NDUFA12",0.894972779999673
"142163","AATK","NDUFA12",0.894972779999673
"142164","ARHGDIA","NDUFA12",0.711748910366738
"142169","COX5A","NDUFA12",0.993485721663718
"142171","MX1","NDUFA12",0.993485721663718
"142173","LGALS3","NDUFA12",0.683953832323112
"142176","CCT7","NDUFA12",0.571043057907078
"142178","BSDC1","NDUFA12",0.898864561296257
"142180","MANF","NDUFA12",0.898864561296257
"142183","COMMD5","NDUFA12",0.898864561296257
"142185","MRPL21","NDUFA12",0.898864561296257
"142186","AL928768.3","NDUFA12",0.898864561296257
"142187","CISD3","NDUFA12",0.898864561296257
"142188","JUND","NDUFA12",0.898864561296257
"142189","NAPSA","NDUFA12",0.898864561296257
"142196","EIF3H","NDUFA12",0.946587665648235
"142197","BLOC1S1","NDUFA12",0.946587665648235
"142198","ERH","NDUFA12",0.946587665648235
"142207","CCDC109B","NDUFA12",0.978263744114047
"142209","ATP5A1","NDUFA12",0.978263744114047
"142211","DDT","NDUFA12",0.978263744114047
"142230","LAMTOR5","NDUFA12",1
"142232","DGUOK","NDUFA12",1
"142235","IMPDH2","NDUFA12",1
"142236","ISY1","NDUFA12",1
"142238","HLA-DQA1","NDUFA12",1
"142239","DNPH1","NDUFA12",1
"142240","MRPL14","NDUFA12",1
"142242","MRPL43","NDUFA12",1
"142244","ASB8","NDUFA12",1
"142246","FAM173A","NDUFA12",1
"142259","CPSF3L","NDUFA12",0.898864561296257
"142262","C1orf50","NDUFA12",0.898864561296257
"142263","MRPL9","NDUFA12",0.898864561296257
